Order_Id,Account_Id,Bank_To,Account_To,Amount
34778,3640,Kameron bank,21871125,2040.0
34779,3641,Raiffeisen bank,67058944,2163.0
34783,3644,PPF Bank,34674823,2304.0
34784,3645,Max bank,37983209,7021.0
34785,3645,Kameron bank,95973336,2651.0
34786,3646,Kameron bank,43066799,2855.0
34787,3646,PPF Bank,47689282,3182.0
34788,3647,Czech export bank,97101318,5842.0
34789,3648,Air Bank,23132455,1812.0
34790,3648,Bank Creditas,57323801,640.0
34791,3648,Fio bank ,19181388,17.0
34792,3649,Hypotecni bank,57693803,6468.0
34793,3649,Bank Creditas,17516535,4.0
34794,3650,UniCredit Bank,85858434,7858.0
34795,3651,Air Bank,29599017,2728.0
34796,3652,Moneta Money Bank,31254297,3005.0
34797,3653,PPF Bank,41153007,4128.0
34798,3653,Bank Creditas,80628025,1208.0
34799,3654,Fio bank ,71955466,6946.0
34800,3655,Fio bank ,35052341,2945.0
34801,3655,Trinity Bank,63581627,2927.0
34802,3655,Raiffeisen bank,28216910,1124.0
34803,3657,Kameron bank,71329426,1533.0
34804,3659,Hypotecni bank,60077226,1672.0
34805,3659,Kameron bank,66256487,2862.0
34806,3659,Bank Creditas,66483676,2205.0
34807,3659,Bank Creditas,8070820,955.0
34808,3661,Czech export bank,83624249,3310.0
34809,3663,Czech export bank,84084528,7862.0
34810,3664,Moneta Money Bank,3468728,5658.0
34811,3665,Czech export bank,36443472,3394.8
34812,3665,Bank Creditas,18253863,4351.0
34813,3665,Fio bank ,84521090,2465.0
34816,3667,Moneta Money Bank,41246616,2975.0
34817,3669,Hypotecni bank,63851803,2057.0
34818,3669,Kameron bank,20263856,1298.0
34819,3669,J&T Bank ,75799655,2087.0
34820,3670,Max bank,46954530,2961.0
34821,3671,Bank Creditas,62767541,2777.0
34822,3672,Kameron bank,42041498,2388.0
34823,3672,Raiffeisen bank,33347761,2957.0
34824,3673,UniCredit Bank,41758221,1939.0
34825,3674,Trinity Bank,94948046,1968.7
34826,3674,Trinity Bank,25279706,9503.0
34827,3675,Air Bank,27985441,7824.0
34828,3676,Bank Creditas,76132893,3319.0
34829,3677,UniCredit Bank,83299553,2283.0
34831,3678,J&T Bank ,68775540,5269.0
34832,3679,J&T Bank ,36547637,3869.0
34833,3679,Czech export bank,62108045,5148.0
34834,3679,Raiffeisen bank,30865085,9268.0
34835,3680,UniCredit Bank,24556887,1030.0
34836,3680,Max bank,42364639,2470.0
34837,3681,Kameron bank,62512141,7797.0
34838,3682,Max bank,41079390,2761.0
34839,3683,Kameron bank,55347096,3114.0
34840,3684,Hypotecni bank,86708855,3365.0
34842,3686,Czech export bank,22078037,2054.0
34843,3687,Raiffeisen bank,44689565,5106.0
34844,3689,Hypotecni bank,69802808,4609.9
34845,3690,UniCredit Bank,84757935,4514.0
34846,3691,Kameron bank,56120270,3267.0
34847,3692,Bank Creditas,73999780,3263.0
34848,3693,Moneta Money Bank,36411053,8992.0
34849,3694,Czech export bank,90951615,4492.0
34850,3695,Trinity Bank,65356701,8101.0
34851,3696,Raiffeisen bank,77298909,3581.0
34852,3696,Air Bank,33187008,1133.0
34853,3697,Moneta Money Bank,99985640,300.0
34854,3697,Raiffeisen bank,90743112,5632.0
34855,3699,Hypotecni bank,57787090,7085.0
34856,3700,Moneta Money Bank,41282796,5230.0
34857,3701,UniCredit Bank,4635501,2844.0
34858,3702,Bank Creditas,45320862,9650.0
34859,3702,Air Bank,10236680,418.0
34860,3703,Fio bank ,89147013,1820.0
34861,3703,Moneta Money Bank,25207352,192.0
34862,3704,Air Bank,11861372,3046.0
34863,3706,Trinity Bank,51997315,4298.0
34865,3709,Raiffeisen bank,96639173,5579.0
34866,3709,UniCredit Bank,33267444,1317.0
34867,3709,Trinity Bank,39317482,255.0
34868,3709,Trinity Bank,22020697,474.0
34869,3710,J&T Bank ,59793263,4633.0
34870,3711,J&T Bank ,24353820,7683.2
34872,3712,J&T Bank ,80358522,2499.0
34873,3714,Hypotecni bank,44852805,3217.0
34874,3714,Kameron bank,69903582,513.0
34875,3714,Trinity Bank,64223658,77.0
34876,3714,PPF Bank,5437863,426.0
34877,3717,UniCredit Bank,97482406,1558.2
34878,3717,UniCredit Bank,95008021,10727.0
34879,3718,Hypotecni bank,79798763,2107.0
34880,3719,Fio bank ,49360007,3197.0
34881,3720,Max bank,84661042,2957.0
34882,3721,Hypotecni bank,69870853,2128.0
34883,3721,Kameron bank,86966162,132.0
34884,3722,Fio bank ,71472602,8123.0
34885,3724,Air Bank,86384850,2597.0
34886,3725,Raiffeisen bank,24855488,7642.0
34887,3726,UniCredit Bank,64175748,6785.0
34888,3726,Hypotecni bank,41449713,2588.0
34889,3727,Czech export bank,1811063,6598.0
34890,3727,Bank Creditas,36931669,836.0
34891,3727,Fio bank ,60296291,1030.0
34892,3729,Czech export bank,52811223,2941.0
34893,3730,Czech export bank,83157652,1944.0
34894,3731,Fio bank ,48735064,1974.0
34895,3732,Bank Creditas,31681299,1668.0
34896,3733,Air Bank,74489986,11123.0
34897,3735,PPF Bank,95204364,6302.0
34898,3735,Moneta Money Bank,60675847,1173.0
34899,3736,Trinity Bank,75976282,3500.0
34900,3737,J&T Bank ,48756384,3805.0
34901,3737,J&T Bank ,26807791,29.0
34902,3738,Trinity Bank,91961931,5750.0
34906,3741,Fio bank ,55627053,4228.0
34907,3742,Max bank,34186905,2969.0
34908,3743,Moneta Money Bank,70616876,5478.0
34909,3743,Fio bank ,71234905,757.0
34910,3743,Czech export bank,7009309,390.0
34911,3743,Bank Creditas,40573942,885.0
34915,3745,Bank Creditas,65273123,11469.0
34916,3745,Max bank,77627140,841.0
34917,3746,Raiffeisen bank,13736939,4353.0
34918,3746,Raiffeisen bank,7049614,556.0
34919,3746,Air Bank,4717898,1333.0
34920,3747,PPF Bank,82686203,2389.0
34921,3747,PPF Bank,93115895,1827.0
34922,3747,Max bank,1665688,1500.0
34923,3747,UniCredit Bank,80613380,6365.0
34924,3748,Fio bank ,77061086,308.0
34925,3748,Trinity Bank,10963404,1820.0
34926,3749,J&T Bank ,99050771,3904.0
34927,3750,Max bank,81509756,7774.0
34928,3751,Max bank,58641087,110.0
34929,3751,Air Bank,49654692,3046.0
34930,3752,PPF Bank,56390714,3218.0
34931,3752,Air Bank,34449517,1547.0
34932,3753,PPF Bank,9330445,1540.0
34933,3754,Moneta Money Bank,72773557,2856.0
34934,3754,Air Bank,10911417,3976.0
34935,3754,Czech export bank,52597421,1184.0
34936,3754,UniCredit Bank,55045568,913.0
34937,3754,Max bank,27539909,900.0
34938,3755,PPF Bank,221682,2956.1
34939,3755,Air Bank,53685873,13500.0
34940,3756,Air Bank,82284283,9023.0
34941,3757,Raiffeisen bank,350499,987.0
34942,3757,Bank Creditas,43094796,1229.0
34943,3757,Trinity Bank,59959924,803.0
34944,3757,Czech export bank,41911280,3933.0
34945,3758,Air Bank,62182962,4009.0
34946,3759,Kameron bank,45222652,1642.0
34947,3760,Air Bank,4517555,2947.8
34951,3763,Kameron bank,57082331,3232.0
34952,3763,PPF Bank,55779212,3623.0
34953,3764,J&T Bank ,8085334,2506.0
34954,3765,Fio bank ,73058956,617.0
34955,3765,Fio bank ,28543275,762.0
34956,3765,Trinity Bank,11630344,691.0
34957,3766,J&T Bank ,36534357,9546.0
34958,3767,Bank Creditas,48275125,881.0
34959,3767,Trinity Bank,4828662,3655.0
34960,3769,J&T Bank ,98724436,2050.0
34961,3770,Air Bank,32996630,9060.0
34962,3771,PPF Bank,77776777,1152.0
34963,3772,Fio bank ,93521964,7775.0
34964,3773,UniCredit Bank,19248593,3146.0
34965,3774,J&T Bank ,61108714,5745.0
34966,3774,Kameron bank,76028048,2881.0
34967,3775,Raiffeisen bank,93404399,2448.0
34968,3776,PPF Bank,41931992,4739.0
34969,3776,Bank Creditas,93457734,2261.0
34970,3777,Fio bank ,6119949,1039.0
34971,3777,Kameron bank,91688686,1007.0
34972,3777,Air Bank,87551414,102.0
34973,3778,J&T Bank ,941700,3035.0
34974,3778,Hypotecni bank,62903511,1515.0
34975,3779,J&T Bank ,38576167,159.0
34976,3779,Raiffeisen bank,79480331,853.0
34977,3779,Bank Creditas,6959701,2969.0
34978,3780,Air Bank,29958713,370.0
34979,3780,Kameron bank,77057331,1241.0
34980,3781,Moneta Money Bank,78370004,7701.0
34981,3782,Max bank,93482148,553.0
34982,3782,Max bank,43415004,2790.0
34983,3782,Kameron bank,96572547,10608.0
34984,3783,Hypotecni bank,49779665,3041.0
34985,3784,PPF Bank,70703857,1583.0
34986,3784,Moneta Money Bank,35721373,3360.0
34987,3785,Max bank,21385729,6502.0
34988,3787,Trinity Bank,96782379,4407.0
34989,3787,Bank Creditas,13449669,1953.0
34990,3789,Fio bank ,43976020,11244.0
34991,3791,Hypotecni bank,1958173,3682.0
34992,3791,Air Bank,15558588,3147.0
34993,3791,UniCredit Bank,4485118,1033.0
34994,3792,Czech export bank,13595378,3518.0
34995,3793,Air Bank,82695603,5706.0
34996,3794,Raiffeisen bank,83359801,4536.0
34997,3795,Hypotecni bank,49257469,2419.0
34998,3795,J&T Bank ,41867381,6679.0
34999,3796,Fio bank ,12162918,8301.0
35000,3798,UniCredit Bank,51615589,1258.0
35001,3798,UniCredit Bank,28350711,8637.0
35002,3799,Kameron bank,1355666,4673.0
35003,3799,UniCredit Bank,9053272,1290.0
35004,3799,Trinity Bank,71719521,136.0
35005,3799,Max bank,23728156,213.0
35006,3800,Kameron bank,68339317,1294.0
35007,3800,Czech export bank,90384268,3634.0
35008,3802,UniCredit Bank,36424207,3276.0
35009,3803,PPF Bank,73056244,5188.0
35010,3804,Raiffeisen bank,84903490,5270.7
35011,3804,Hypotecni bank,32746297,643.0
35012,3804,J&T Bank ,46665102,4458.0
35013,3805,Raiffeisen bank,33937186,5908.0
35014,3806,Hypotecni bank,51833760,3216.0
35015,3806,Kameron bank,66113912,2478.0
35016,3806,Bank Creditas,6164783,18.0
35017,3807,Moneta Money Bank,5179399,4828.0
35018,3808,Kameron bank,7896417,1966.0
35019,3808,Moneta Money Bank,27884578,4767.0
35020,3809,Hypotecni bank,10469216,1965.0
35021,3809,Czech export bank,52133649,1619.0
35022,3809,Air Bank,9162903,2.0
35023,3810,Raiffeisen bank,25770914,2862.0
35024,3811,Raiffeisen bank,13080460,2515.0
35025,3812,Moneta Money Bank,23986679,2125.0
35026,3813,Trinity Bank,81887119,5645.0
35027,3813,Raiffeisen bank,81905740,895.0
35028,3813,Trinity Bank,20648479,333.0
35029,3815,Fio bank ,94093620,3162.4
35030,3817,UniCredit Bank,93542521,6529.0
35031,3818,Fio bank ,35474443,3596.0
35032,3818,Czech export bank,32659602,1474.0
35033,3818,J&T Bank ,34760767,4065.0
35034,3819,J&T Bank ,89256637,7102.0
35035,3820,Max bank,41454017,8054.0
35036,3822,Moneta Money Bank,32954842,11657.0
35037,3824,Max bank,61468034,6198.0
35038,3826,Moneta Money Bank,788856,4518.0
35039,3828,Moneta Money Bank,80965399,2010.0
35044,3830,Trinity Bank,9319293,5498.0
35046,3832,PPF Bank,97227751,160.0
35047,3832,Max bank,41750305,4176.0
35048,3833,UniCredit Bank,68814772,6760.0
35049,3834,Raiffeisen bank,49577087,3114.0
35050,3834,Air Bank,63132923,375.0
35051,3834,UniCredit Bank,51878350,3189.0
35052,3834,Air Bank,52872371,262.0
35053,3834,Hypotecni bank,34075695,1921.0
35054,3835,PPF Bank,1018590,6337.0
35055,3835,Kameron bank,19860339,1247.0
35056,3836,Fio bank ,24936366,2676.0
35057,3836,UniCredit Bank,95188617,1011.0
35058,3836,Air Bank,32683402,5308.0
35059,3837,Air Bank,24419355,1377.6
35060,3839,Air Bank,94504993,3072.1
35061,3840,J&T Bank ,87679588,2559.0
35062,3841,Bank Creditas,99752336,440.0
35063,3841,UniCredit Bank,55037939,1223.0
35064,3842,Bank Creditas,627255,2776.0
35065,3844,Max bank,74524152,2260.0
35066,3845,Hypotecni bank,31715512,8866.0
35067,3846,Moneta Money Bank,312638,2016.0
35068,3847,Air Bank,2573502,5500.0
35069,3847,Air Bank,83747803,7.0
35070,3847,Fio bank ,36324137,883.0
35071,3848,Air Bank,42658120,7241.0
35072,3849,PPF Bank,72727924,4447.0
35073,3850,PPF Bank,3844541,2037.0
35074,3850,J&T Bank ,34453201,5120.0
35075,3851,UniCredit Bank,52305114,1294.0
35076,3851,Raiffeisen bank,91988861,9505.0
35077,3852,J&T Bank ,38480061,220.0
35078,3852,J&T Bank ,24416232,3144.0
35080,3854,Fio bank ,36950737,1290.0
35081,3854,Czech export bank,59714329,930.0
35082,3855,Bank Creditas,32587927,950.0
35083,3855,PPF Bank,38085216,5578.0
35084,3855,UniCredit Bank,78167867,795.0
35085,3856,Max bank,91998385,2280.0
35086,3857,Bank Creditas,18218005,2183.0
35087,3859,Hypotecni bank,17110729,5120.2
35088,3860,Kameron bank,27327156,1248.5
35089,3860,Bank Creditas,88340824,8323.0
35090,3861,Trinity Bank,32061487,4227.0
35091,3862,UniCredit Bank,12050682,2080.8
35092,3862,Max bank,37094020,3508.0
35093,3862,Air Bank,17165685,7824.0
35094,3863,Fio bank ,88157391,8504.0
35095,3864,Raiffeisen bank,59408056,347.0
35096,3864,Moneta Money Bank,67975002,5960.0
35097,3864,Moneta Money Bank,15961814,511.0
35098,3864,Fio bank ,75671767,1419.0
35099,3865,Czech export bank,62146550,5947.0
35100,3867,Kameron bank,21799749,5476.0
35101,3868,J&T Bank ,47142148,3259.0
35102,3869,Moneta Money Bank,43038785,1248.5
35103,3869,Max bank,88817554,6360.0
35104,3870,Kameron bank,91396879,3673.0
35105,3871,Max bank,55483001,153.0
35106,3871,Kameron bank,64580011,1505.0
35107,3872,Max bank,37346983,2502.2
35108,3872,Moneta Money Bank,39719027,1691.0
35109,3872,Fio bank ,66648661,923.0
35110,3872,Raiffeisen bank,84313565,5301.0
35111,3872,UniCredit Bank,8770090,2908.0
35115,3874,J&T Bank ,51856213,5861.0
35116,3875,PPF Bank,93942355,6413.7
35117,3876,Max bank,60230421,12056.0
35118,3877,Fio bank ,32653641,3711.0
35119,3878,Czech export bank,23655247,216.0
35120,3878,Air Bank,38488340,1648.0
35121,3878,Air Bank,35417062,70.0
35126,3880,J&T Bank ,74985646,1942.0
35127,3881,Trinity Bank,91738003,1319.0
35128,3881,PPF Bank,58912730,3188.0
35129,3882,Raiffeisen bank,49302369,1608.0
35130,3882,Fio bank ,87316327,379.0
35131,3882,Bank Creditas,72013407,77.0
35132,3882,PPF Bank,12070072,100.0
35133,3884,Air Bank,5279612,5011.0
35134,3885,Moneta Money Bank,4249543,1176.0
35135,3887,UniCredit Bank,51578915,2013.0
35136,3889,Raiffeisen bank,70547342,173.0
35137,3889,Moneta Money Bank,94921665,1767.0
35138,3890,UniCredit Bank,11023718,5467.0
35139,3891,Moneta Money Bank,80522375,3172.0
35140,3892,Moneta Money Bank,29015290,2238.0
35141,3893,Fio bank ,80644279,1501.0
35142,3893,UniCredit Bank,44051182,1534.0
35143,3894,Czech export bank,98407303,2745.0
35144,3894,Air Bank,15127009,621.0
35145,3895,Czech export bank,23516989,4414.0
35146,3896,Trinity Bank,45272469,2602.0
35147,3896,UniCredit Bank,53936433,1642.0
35148,3897,UniCredit Bank,68786066,5350.0
35149,3898,Hypotecni bank,33097869,2650.0
35150,3899,PPF Bank,84541290,3069.0
35153,3901,Moneta Money Bank,92254411,932.0
35154,3902,Hypotecni bank,38989275,1016.0
35155,3902,Bank Creditas,77708458,5419.0
35156,3903,J&T Bank ,41765970,6583.0
35157,3904,Max bank,63099199,2075.0
35158,3905,Air Bank,45596945,7689.0
35159,3906,Trinity Bank,96055197,5577.3
35160,3907,J&T Bank ,56403291,5577.3
35161,3908,Raiffeisen bank,49593687,1630.0
35162,3908,Fio bank ,26197701,1008.0
35163,3909,Air Bank,4480547,8279.0
35164,3909,Fio bank ,5039710,713.0
35165,3909,Air Bank,73936581,617.0
35166,3910,Air Bank,79231428,2673.0
35167,3911,Trinity Bank,83345818,1946.0
35168,3912,Max bank,99253552,1177.0
35169,3912,Raiffeisen bank,95519256,1551.0
35170,3913,Czech export bank,66400325,7333.0
35171,3914,Kameron bank,39802485,6118.0
35172,3915,Moneta Money Bank,25808733,9510.0
35173,3916,Trinity Bank,91283201,2693.7
35174,3916,Max bank,38921874,10900.0
35175,3916,Max bank,51592075,1078.0
35176,3916,Kameron bank,23392904,2570.0
35177,3917,J&T Bank ,89179288,2362.0
35178,3917,Fio bank ,63465010,2833.0
35179,3917,Air Bank,75628006,789.0
35180,3917,Czech export bank,9782308,272.0
35181,3918,Bank Creditas,11387104,4865.0
35182,3919,Raiffeisen bank,81950729,3521.0
35183,3922,UniCredit Bank,27645427,2953.0
35184,3923,Bank Creditas,4434031,5037.0
35185,3924,Raiffeisen bank,47621411,3093.0
35186,3925,Hypotecni bank,61645322,4256.0
35187,3925,Czech export bank,25474483,2247.0
35188,3926,PPF Bank,55667674,2232.0
35189,3927,J&T Bank ,14631736,1926.0
35190,3927,Air Bank,35319298,1400.0
35196,3930,Air Bank,79120719,9101.0
35197,3932,Max bank,38860297,1593.0
35198,3933,Air Bank,1246595,1616.2
35199,3934,UniCredit Bank,96072834,2396.0
35200,3935,Hypotecni bank,62539005,1184.0
35201,3935,UniCredit Bank,30181229,2648.0
35202,3935,Moneta Money Bank,11549193,5908.0
35203,3935,Air Bank,3849626,652.0
35204,3935,UniCredit Bank,46342325,1070.0
35205,3936,J&T Bank ,59733676,1859.0
35206,3936,Bank Creditas,98634075,127.0
35207,3936,Kameron bank,8674580,432.0
35208,3937,Raiffeisen bank,92072844,3385.0
35209,3938,J&T Bank ,83267962,3869.0
35210,3939,UniCredit Bank,57331061,5177.0
35211,3941,UniCredit Bank,7649010,1510.0
35212,3941,Hypotecni bank,13397574,599.0
35213,3942,Air Bank,11209202,2982.5
35214,3942,Bank Creditas,34098577,13428.0
35215,3943,Air Bank,50228506,1942.0
35216,3944,Fio bank ,78422194,1165.0
35217,3944,Trinity Bank,65107047,3338.0
35218,3946,Moneta Money Bank,72052663,4832.0
35219,3946,Kameron bank,14122963,4607.0
35220,3947,J&T Bank ,13642275,2469.0
35221,3947,Air Bank,94871657,619.0
35222,3948,Air Bank,3428841,314.0
35223,3948,Trinity Bank,58645462,2780.0
35224,3948,Air Bank,3555155,1969.0
35225,3948,Trinity Bank,3710729,210.0
35226,3950,Trinity Bank,8577830,6955.0
35227,3950,Hypotecni bank,71886944,1185.0
35228,3951,Czech export bank,7565194,7284.0
35229,3952,Moneta Money Bank,72330528,367.0
35230,3952,Moneta Money Bank,22428715,1138.0
35231,3953,Kameron bank,85838764,5297.7
35232,3954,UniCredit Bank,77104884,2014.0
35233,3955,Trinity Bank,9654927,4129.0
35234,3955,Moneta Money Bank,24978786,997.0
35235,3956,Bank Creditas,20439923,6035.0
35236,3956,PPF Bank,23786348,892.0
35237,3959,Kameron bank,40621632,1680.6
35238,3960,J&T Bank ,74252974,3204.0
35239,3961,Kameron bank,38375651,2309.0
35240,3963,PPF Bank,27212840,3477.0
35241,3963,Hypotecni bank,88884788,95.0
35242,3963,Trinity Bank,42651188,70.0
35243,3964,Max bank,49043488,2146.0
35244,3966,PPF Bank,59096312,1754.0
35245,3967,Kameron bank,28307140,2349.5
35246,3969,Fio bank ,24362379,4299.0
35247,3970,Bank Creditas,15046972,8957.0
35248,3971,Raiffeisen bank,30010575,9510.0
35249,3971,Max bank,54464662,1026.0
35250,3971,Hypotecni bank,30132991,857.0
35251,3971,UniCredit Bank,55104500,402.0
35252,3972,Moneta Money Bank,4039895,7012.0
35253,3972,Kameron bank,33554858,2012.0
35254,3973,PPF Bank,58564495,6941.0
35255,3974,Fio bank ,35360241,4670.0
35256,3975,Air Bank,22444594,2269.0
35257,3976,Bank Creditas,59522145,967.0
35258,3976,Bank Creditas,8696937,1447.0
35259,3977,Bank Creditas,51005125,2974.0
35260,3978,Hypotecni bank,59417921,3616.0
35261,3978,Max bank,2867442,692.0
35262,3978,Fio bank ,18854892,1997.0
35263,3979,Hypotecni bank,51212304,6256.0
35264,3980,Bank Creditas,74249100,1367.0
35265,3980,Fio bank ,32205635,2264.0
35266,3981,Kameron bank,83879112,1383.0
35267,3981,Trinity Bank,20137071,336.0
35268,3981,UniCredit Bank,9709912,545.0
35269,3982,Czech export bank,15246630,2153.0
35270,3984,Kameron bank,94890266,1803.0
35271,3985,Moneta Money Bank,17921477,2007.0
35272,3986,Kameron bank,78493797,3960.0
35273,3986,Hypotecni bank,87679379,2649.0
35274,3987,Hypotecni bank,32697832,4992.0
35275,3987,Fio bank ,86586814,1526.0
35276,3989,J&T Bank ,242722,2097.0
35277,3990,Air Bank,18163431,10312.0
35278,3991,PPF Bank,95958947,1937.0
35279,3992,Bank Creditas,15884882,6738.0
35280,3993,Bank Creditas,54010170,7616.0
35281,3995,Raiffeisen bank,10419178,3601.0
35282,3995,Max bank,18222165,415.0
35283,3995,Air Bank,70030551,983.0
35284,3996,Air Bank,29565316,1511.0
35285,3998,Fio bank ,26202184,2364.0
35286,3998,Raiffeisen bank,25096166,1519.0
35287,3999,PPF Bank,35235697,4806.0
35288,3999,Kameron bank,48404151,2332.0
35289,3999,Raiffeisen bank,77352034,563.0
35291,4003,Czech export bank,382733,3815.5
35292,4003,Air Bank,76160329,3786.0
35297,4010,Bank Creditas,6746900,5948.0
35298,4010,UniCredit Bank,19982749,1824.0
35303,4013,UniCredit Bank,22217119,1003.0
35304,4013,Trinity Bank,83890586,6686.0
35317,4026,Bank Creditas,76516663,2620.4
35318,4026,PPF Bank,95854043,2618.0
35319,4026,Fio bank ,60125994,9711.0
35334,4033,UniCredit Bank,70536905,1494.0
35335,4033,Czech export bank,86237394,2808.0
35336,4033,Czech export bank,46252030,1756.0
35352,4047,UniCredit Bank,39103245,2988.0
35364,4052,PPF Bank,25790983,2948.0
35372,4059,Hypotecni bank,58010673,5652.0
35381,4066,Air Bank,54565942,3224.5
35382,4066,J&T Bank ,35107851,6893.0
35383,4066,Hypotecni bank,20153117,7246.0
35391,4071,Trinity Bank,53343808,1078.0
35392,4071,Hypotecni bank,88639789,10272.0
35402,4079,Hypotecni bank,16481298,3312.0
35403,4079,Kameron bank,19063937,5009.0
35404,4079,Fio bank ,7362539,218.0
35405,4079,Bank Creditas,81205659,321.0
35409,4081,Air Bank,22211885,5746.0
35417,4088,Max bank,18712330,4235.7
35418,4088,Air Bank,76793396,3315.0
35419,4088,Raiffeisen bank,26589399,337.0
35420,4088,Hypotecni bank,65632182,3.0
35422,4091,Air Bank,45072424,4247.0
35423,4091,Bank Creditas,12956852,185.0
35424,4091,J&T Bank ,73299705,907.0
35433,4099,Kameron bank,31954735,1926.0
35434,4099,PPF Bank,40898221,403.0
35435,4099,Fio bank ,6660080,1298.0
35436,4099,Moneta Money Bank,75250422,872.0
35462,4116,UniCredit Bank,92376952,4200.2
35463,4116,PPF Bank,69320016,14448.0
35472,4127,J&T Bank ,6366193,4200.2
35473,4127,Fio bank ,34589725,11105.0
35474,4127,Moneta Money Bank,77216887,221.0
35475,4127,Fio bank ,28738975,69.0
35478,4131,Air Bank,77345645,2520.1
35479,4131,Czech export bank,66005611,974.0
35480,4131,Max bank,18379521,4696.0
35482,4134,Czech export bank,98212933,1171.0
35483,4134,Hypotecni bank,37454885,5932.0
35493,4143,Czech export bank,86283540,1896.0
35494,4144,Fio bank ,13202494,5915.7
35495,4144,Hypotecni bank,44854801,8753.0
35503,4150,Bank Creditas,41463971,3006.0
35504,4150,Hypotecni bank,91151189,1669.0
35505,4150,Fio bank ,82856064,75.0
35506,4150,J&T Bank ,57309913,1273.0
35532,4171,Hypotecni bank,22916323,2611.8
35533,4171,Moneta Money Bank,90027188,14336.0
35557,4186,Trinity Bank,54694455,7028.0
35558,4186,Max bank,72907602,894.0
35565,4190,Fio bank ,51522499,2901.0
35566,4190,UniCredit Bank,24471074,1100.0
35567,4190,PPF Bank,72617375,1242.0
35568,4190,Fio bank ,57476657,6763.0
35639,4237,Moneta Money Bank,65168309,1960.5
35649,4245,J&T Bank ,5514008,4534.0
35650,4245,Czech export bank,46815562,1663.0
35663,4253,Max bank,53549736,4125.2
35664,4253,Hypotecni bank,66295969,7344.0
35668,4259,Bank Creditas,4058731,3318.0
35669,4259,J&T Bank ,73520475,9516.0
35670,4259,Kameron bank,40486842,2255.0
35671,4260,Trinity Bank,42941677,4075.5
35672,4260,Czech export bank,18079054,12006.0
35680,4266,UniCredit Bank,21157777,9098.0
35681,4266,Fio bank ,92455988,507.0
35683,4268,PPF Bank,24499589,6646.0
35684,4268,Kameron bank,28338015,3499.0
35690,4273,Fio bank ,39798104,2895.2
35691,4273,Max bank,91834884,9909.0
35695,4276,PPF Bank,57985192,2895.2
35718,4293,Moneta Money Bank,89613037,4561.0
35719,4293,PPF Bank,75312357,4797.0
35737,4309,Max bank,97354483,4825.3
35748,4318,Air Bank,59831583,4609.6
35749,4318,Raiffeisen bank,13522321,13396.0
35752,4320,Moneta Money Bank,15082747,4280.0
35763,4330,Raiffeisen bank,9958225,4609.6
35764,4330,J&T Bank ,5012721,4140.0
35765,4330,Czech export bank,83009093,1786.0
35767,4332,Hypotecni bank,43657523,4609.6
35768,4332,Moneta Money Bank,21178984,7885.0
35772,4336,J&T Bank ,16882026,4556.0
35773,4336,Hypotecni bank,30210501,8316.0
35774,4337,PPF Bank,15837014,2142.0
35781,4342,Kameron bank,4569364,4172.0
35782,4342,Raiffeisen bank,52346587,6135.0
35785,4346,Trinity Bank,11365098,2329.0
35786,4346,Raiffeisen bank,97406702,5389.0
35787,4346,Kameron bank,19900185,3067.0
35791,4352,Trinity Bank,6195903,3710.0
35792,4352,UniCredit Bank,5816001,506.0
35794,4354,UniCredit Bank,33371013,5461.3
35795,4354,J&T Bank ,23047155,12756.0
35796,4356,Kameron bank,75449079,1003.0
35798,4358,PPF Bank,36673987,2542.0
35802,4361,Kameron bank,55740487,7512.7
35820,4377,Czech export bank,46991014,4788.3
35825,4383,PPF Bank,71792411,1540.0
35826,4383,Kameron bank,54309666,8352.0
35827,4383,Raiffeisen bank,99767720,4265.0
35829,4386,Bank Creditas,24428779,1590.0
35830,4386,Czech export bank,82197737,11954.0
35865,4408,Air Bank,89509248,3779.9
35866,4408,Moneta Money Bank,93220632,5156.0
35874,4413,Fio bank ,63660216,4610.0
35875,4413,Max bank,8759522,7802.0
35876,4414,Bank Creditas,75805902,3716.0
35877,4414,Bank Creditas,35362416,3509.0
35878,4414,Trinity Bank,88424551,4051.0
35879,4415,Kameron bank,8593738,4601.0
35880,4415,UniCredit Bank,61133015,3408.0
35881,4415,Fio bank ,19646489,77.0
35882,4415,Czech export bank,67352598,397.0
35883,4415,Trinity Bank,42558240,6170.0
35887,4418,Bank Creditas,50905704,5951.0
35888,4418,Bank Creditas,36693310,186.0
35889,4418,Max bank,51602697,906.0
35890,4418,Bank Creditas,76446610,1435.0
35891,4418,Bank Creditas,73401069,881.0
35899,4423,Moneta Money Bank,47825217,2051.0
35900,4423,J&T Bank ,4275078,1277.0
35901,4423,Fio bank ,21013897,4015.0
35902,4424,UniCredit Bank,62918054,720.0
35905,4427,Raiffeisen bank,17050731,5005.0
35906,4427,J&T Bank ,55410188,7318.0
35917,4434,Moneta Money Bank,7346713,2314.0
35918,4434,Czech export bank,390536,4495.0
35922,4438,Bank Creditas,41293668,658.0
35925,4442,J&T Bank ,2065778,8590.0
35926,4442,Moneta Money Bank,64758652,1502.0
35931,4447,Hypotecni bank,55297768,5353.5
35932,4448,Hypotecni bank,57328462,5353.5
35941,4456,PPF Bank,41103047,5353.5
35951,4462,Kameron bank,98249196,2770.3
35956,4467,Max bank,25870239,2394.5
35957,4467,Fio bank ,66281664,4556.0
